signature,slot,block_time,fee,compute_units,instruction_count,program_ids,account_count,total_positive_balance_changes,total_negative_balance_changes,hour,weekday,slot_rpc,block_time_rpc,fee_lamports_rpc,compute_units_rpc,compute_units_rpc_new
2iuRRCyVpHFLGFjXCuASMyj9TqzftrMkrPmrfYzmFoXdTF9GPZ3TbMeb2mShEY5C9NWGE9EFat97P5Y7KHfz5ina,358892215.0,1754739416.0,505000.0,92498.0,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,10056988378.0,10057493378.0,17.0,5.0,358892215.0,1754739416.0,505000.0,92498.0,92498.0
561Fk6JHDUnMR7QXv6cjy7VbVEssWpKr9KfR1WskZGbGXiSByXEpzW3zZUHe7g7ge8sUrGfxoN6a6R85TfoZyszS,358887208.0,1754737432.0,6001.0,116330.0,3.0,"ComputeBudget111111111111111111111111111111, routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS",22.0,1000000000.0,1000006001.0,16.0,5.0,358887208.0,1754737432.0,6001.0,116330.0,116330.0
47ViotSWLggdLJnFbTnZwgUh2zXCenHb1864rBRPKTw6FUVuXttutWnn2EYzW8ATXfxG3SevMGjC8vxeDmxM7FLk,358887046.0,1754737366.0,6001.0,222476.0,3.0,"ComputeBudget111111111111111111111111111111, routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS",32.0,1000000000.0,1000006001.0,16.0,5.0,358887046.0,1754737366.0,6001.0,222476.0,222476.0
31MaMZpMfsRS2Q7DnhRgbrNE7q6wiRvVxnV224MwpcsxVx3bMNbtsxJtmjvADpYcxHWh7gn4tALVJnSaVibHtP35,358887024.0,1754737356.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,7033751363.0,7033856363.0,16.0,5.0,,,,,
2eDoH9PNs2GXYwM4iqB4HoTCUV3AhYRNJouPwBUpF8n4BPYTnJZFUAVzEdcStiKJC3o2czhq5bKzLDnwptPMr8r8,358887004.0,1754737348.0,505000.0,40224.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,6986535308.0,6987040308.0,16.0,5.0,358887004.0,1754737348.0,505000.0,40224.0,40224.0
5kw3HT4KTZJRtWwfV4GopSfW1G3UdxHfLVXQqN946NdJvBR5nTMVpAet7SBLTNZnucPGXPKkyU6ca2syfDmwqWj9,358886923.0,1754737317.0,6001.0,112381.0,3.0,"ComputeBudget111111111111111111111111111111, routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS",22.0,100000000.0,100006001.0,16.0,5.0,358886923.0,1754737317.0,6001.0,112381.0,112381.0
utwkMt55HQRY3az3MZj8kwjkYphARkHzUduCHh9F3Lo1YQhX1fFzb5Wh72BFRATy3rfSXjUAHSNyJoQvz8CrPGK,358884838.0,1754736486.0,105000.0,29510.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1327375696.0,1327480696.0,16.0,5.0,358884838.0,1754736486.0,105000.0,29510.0,29510.0
LjNatXjqPZb5L8qBbNDLeuY5aUstYu58oi97XmDT4nn3QGnZUrJpMFoJAkjQW2Phq8Md4uvZvANZ9o4mpa6Y4Tq,358884829.0,1754736482.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3612329572.0,3612434572.0,16.0,5.0,,,,,
xRczKZr9NZ5inogUGWDTUsYysjUXkA22gXDYbu5P1iSGYYbNru7Aj72WtByXpfZufLVFeZdnPAAzFbjfnVUjfCj,358884828.0,1754736482.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2403722944.0,2403827944.0,16.0,5.0,,,,,
4uKer3xR278HWd9zZyQWvxA2RYorAchEVdnjqZDG3E3cNXJZKbQQHfhWeZtiLh6iTpzoquW4esaBvQKQYH1qoFiM,358884825.0,1754736481.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6964970935.0,6965475935.0,16.0,5.0,,,,,
345MEeP2PTkFsPa3qJH8avNRNaYxphxbRkRrBD8eSzwqYrZCZe4DhZJ8PFKYoTvN4tc1wKTvA6dH1968oCq5ttqB,358884238.0,1754736244.0,6001.0,,3.0,"ComputeBudget111111111111111111111111111111, routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS",32.0,10000000.0,10006001.0,16.0,5.0,,,,,
35kzQY1nPL7DkbAqG7q6BRSM3w2pwEu9DeeXgo2FeV5mCyJXao1Y3BqzktHTZAmjYewbozM2AmSfwa5dESxYo84V,358882821.0,1754735687.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,505000.0,16.0,5.0,,,,,
4urijDU8TD6qCRmhMQC7FyzZjhj2X4aM21pWBUA48Lgju74sGfrhJAdn96FCSQyJyjbWMDBi3vJTGnaTjiYykjrg,358882358.0,1754735496.0,105000.0,40232.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,9984563999.0,9984668999.0,16.0,5.0,358882358.0,1754735496.0,105000.0,40232.0,40232.0
3SKgA8kNrjLPE4YsQ6jjoh8Uk5PWYyREj1m5MvjT5TjBAB8dbJyMev22i8bbtmj7xHXEZbHWtHpKuKKsgHX7SSTP,358882351.0,1754735493.0,505000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,9764666799.0,9765171799.0,16.0,5.0,,,,,
34HR28E1fhqSF5sjWJx7bAz2UBh25LsxzfhSoLnrhi5RMPLKqJRCTbAv4KefGGN7tQKgKhiGCZX1m7oYZ7aqe2JV,358882251.0,1754735453.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,7342589506.0,7342694506.0,16.0,5.0,,,,,
2DYbkHx7Yv7N6soE2FDo3vMnyjBWDd2wdXsYztdUS96Tmbha6qUXkVNWdnGxexvvoMPHTYXJgmnPnudTfEtYLtX2,358882248.0,1754735452.0,105000.0,15135.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,16.0,5.0,358882248.0,1754735452.0,105000.0,15135.0,15135.0
5yr4je2KdE16jhS4E2JTRKrs7ebWDwb4RMwHjSKeXCHzGHQShe9rWniYTiq4zBteBe5tWisSmq4vPHxHwA9MBMrB,358882240.0,1754735449.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,16.0,5.0,,,,,
2xyf14Tv6HYk88H1E3x9RPRGsD6Z76QrYCqVZZXp2oAT2GZMBJv8iJaYAnFDskYQPgQ7QmrUQDcn1sdGQn56ksD6,358882194.0,1754735432.0,505000.0,29616.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,7009896010.0,7010401010.0,16.0,5.0,358882194.0,1754735432.0,505000.0,29616.0,29616.0
XPpUvKK3i5nYc11sgS8VPQk3z6dXYaLCVrumowuzvsAGrJQsH8VfB57QDL25fs9SSN8Aa8D3C83u5TrrMTGXoUB,358881672.0,1754735227.0,105000.0,29610.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,7493257945.0,7493362945.0,15.0,5.0,358881672.0,1754735227.0,105000.0,29610.0,29610.0
4wk2d19SjUYjQiqoYkZ7r9H7oWZxRvB1hncUEJADMraGk3kWXnHFe8kzDqTppDd5T2tUEbQnfnvpGJbwY23AanmC,358881669.0,1754735225.0,505000.0,29617.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,7311070450.0,7311575450.0,15.0,5.0,358881669.0,1754735225.0,505000.0,29617.0,29617.0
DHueEnXiywkuX6xBERWvkGL8dyf3ZmATepRv2a83sxcun8vhNTPwKnD2yd8m9U6RrgZm9oZZoWauW4DWq7vo3TZ,358881058.0,1754734984.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,10732196203.0,10732301203.0,15.0,5.0,,,,,
2YH4bcxuF9Box58F7MuABbT1ni4N6MBzxv7hhk3dSjDruMDbMota7VJfTuRDpFpBLXQX6xArUmqKqK26sfCDWKSp,358881051.0,1754734981.0,505000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,10000000000.0,10000505000.0,15.0,5.0,,,,,
2oiB3qSPBCbXoFMfdv1Gr5TwfeYg3sGboHcZZ1VBWcpTf1uCVzci7aSBS9xNiz3zg7d7eaMQd9eBQU9aXcNRai8b,358880250.0,1754734657.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,15.0,5.0,,,,,
4wR96NiJvsCVwYmvUYjU6t3nRFciX6pH8HzY3e7fD4iBheDrtkPFc2tLimZ7JFfPkXhxZE5fXQb9QZYXmbRmpZ54,358878818.0,1754734079.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3627619301.0,3627724301.0,15.0,5.0,,,,,
2fTzMxRXJiU24tJXm8n61NVxMnqmTvEdC77VJV4ts8DbuR2z1sKRLaHqXaH35sZVeGTWjeocp42VYaT7of4EbArb,358878790.0,1754734068.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3573899863.0,3574404863.0,15.0,5.0,,,,,
5KSJ5L3sGWdG8UTvVNmRWkk7MByPN4Jgof1FeY52HwmzSAKET9KiCKzyWS7LDPzyGPJHWotfXdvpzR1DjAeuVfH9,358874338.0,1754732303.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,15.0,5.0,,,,,
3mRh79cBRzhmnP2fD3tZdSArFatTmHekXigS5KYep1tebsG8Wt1czwn9bQySRWN2TKEEnjXnWYeboBLE686pqyBT,358872988.0,1754731765.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,14.0,5.0,,,,,
4J4Ft47sY9FoAasTnusyuziyFAtYZ2wqJfaoG4tq17WvyP99xKmmxZWhsrpY6emoGTP5cjFgN6SNYvoQrGAgt6h4,358871992.0,1754731372.0,505000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,505000.0,14.0,5.0,,,,,
KJAP6BwSArgGsy44eoj6pvhC1vgkr37aiNjJUCinUaFH5GHQRQkUmSuB1hQKAXdXrtwEo39fY2jSC8W9XUVaJiE,358871719.0,1754731255.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,14.0,5.0,,,,,
2arNTcHCDVS7b72ET846wV4nNRKGknfrxxyqWieHaiAWFRQoT8jCTiGn3icgdqAGf1vVesKRzdHSBaW75F2BAZiU,358871569.0,1754731193.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,14.0,5.0,,,,,
3a326JHaqNSqZiptMBVg5ZQHjUx8fV5X3P5LVxcYH4bokbPq7dybTk9q35xe6AkfgphYLzPnbJfF5Yy9K5sc41hM,358862061.0,1754727425.0,505000.0,24014.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,505000.0,13.0,5.0,358862061.0,1754727425.0,505000.0,24014.0,24014.0
2aJHFhMcKW23ZjEE7rHpoFn3qZwAuN9TcL2eaJMH2JDG3mvCukUQRjD6J2oPodYLa188RXTBtYX324iK3qiuC9ZF,358861346.0,1754727137.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3600910317.0,3601015317.0,13.0,5.0,,,,,
Ktjds8cwh4jbchxojfp7TgGWjGL3qCV6qJsduBpjdmcJs7U6wzRizhKgArwzSAPjqeDsaJwxpMkeoJsEK3ZRz18,358861343.0,1754727136.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,13.0,5.0,,,,,
4GgetNEanZs5HUogp7TvTGsQx938fPE6AcEz2DhoKBsZ3XMQgdCrDJK62pEeG5V7GtGD3iTqTA3sU3YMSmatxm5F,358861277.0,1754727110.0,505000.0,29617.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,3570893806.0,3571398806.0,13.0,5.0,358861277.0,1754727110.0,505000.0,29617.0,29617.0
3zfrBYycAwzzpQLaP79KRDsPPstgii4eorJ2BGX92qAUbHyTuvTVjUEXKiNbZAgc66uncc2aR7u7XDwPDbpHQXwP,358859526.0,1754726414.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,13.0,5.0,,,,,
2Cbbwmv8jPXS8BdDxEZUxw9CXevxQ5hQtEYE94hnmzvRrBzW9zTWQpsaokykjGCavt1yHQ2yzgnxdLrHNnwWsH3v,358857918.0,1754725768.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,13.0,5.0,,,,,
4JzvrMutcaRdCZWi2Udh2GzZSanVtt2qxe16ikZkdZ2zHaSLcGwdKLACEpJn85r9VbiWUwhaivQEj2R33cikwHht,358856822.0,1754725322.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6290559794.0,6290664794.0,13.0,5.0,,,,,
26Cfvpv1yRESYneqsES982dvJyFrFMU8DqQqJjGphrEHxWGzE521gYwvsPwxzDYB8Jesf6Ly8bLxT3tJADWd4MgH,358856819.0,1754725320.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6145781103.0,6146286103.0,13.0,5.0,,,,,
2TrPbSLMoWwtEDPkyeY54aLFfufpisAXQpawJUXrHoTxqzSUpiVFukCDaT8BwuUvCboAn8GbYuDku4kQwFWDXkT7,358856363.0,1754725130.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4161916815.0,4162021815.0,13.0,5.0,,,,,
3Tp33htvrbX8dkCoSm3F6tRWaMkHJ7XJVofoqXJ3T2ZuLjHRU2vopBj6yrWaMLZAJT6j6HLWLGVVg7rLB8iciRRz,358856359.0,1754725128.0,505000.0,29617.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4007223880.0,4007728880.0,13.0,5.0,358856359.0,1754725128.0,505000.0,29617.0,29617.0
3sFxDMd9GLJtTCNyCR2SSrFqypSUgrZM5Z91qtC9LePEHGGJ2MmaeHG1WTutrDsk4RxfFsVtgESnvpXMvHJ4xpss,358845168.0,1754720681.0,505000.0,24334.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,505000.0,11.0,5.0,358845168.0,1754720681.0,505000.0,24334.0,24334.0
9eTGvRhwPksuMC1qVdRnYRnETGiyCykkodz6rjxyCGfH5EZc2mBSj1u9saBQSxcViXDpa7HffrmVdJTTz3XtwYS,358841578.0,1754719243.0,505000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,505000.0,11.0,5.0,,,,,
3av8cTEh85gLvEV7AikDjhWoN5bnfpwLGVYCEhBVJCj3BNihsuuranBHMaScfPE3J4tdtNumzFwap9mxNmaXRugi,358833400.0,1754716000.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,10.0,5.0,,,,,
Yn8S6wziu8fCdWfcNYjBoff1Q87R3Pu5bZadGGK9kPeAN4kfwaQqunFiVNGN6wRYLRnkrSVk173G5qTbtL5dqST,358829364.0,1754714409.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,10.0,5.0,,,,,
3Vor5VxSVNPaAz39jiAXqkr8CjMkf46Zt2CtoVZdnEFSVgqi4rGAgUB83qp2CGZPvtQxAm3GirTKTFdNae7PWU94,358829297.0,1754714384.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,10.0,5.0,,,,,
4vCvHnu4aBvZKQrQKRovXer3mCdPkVNrgrZYfeumAqki55umQAXnK9Z5F8sy6HE7x4cuDmu96qagA14SNK2VGvkV,358825244.0,1754712784.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,505000.0,9.0,5.0,,,,,
5ixQJWFYbPJHnJU7JuEt7JaxBFHxTkrG4cK6eZAHTMG8aVEYZrNxpDfXRsxHPAzB8P99x5TiEecmbHzmarxU51ME,358819159.0,1754710360.0,505000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,505000.0,9.0,5.0,,,,,
61VrcQiNBAbWf2qwvWGLpFm6puYkXNenBBiA9AfPSQmL9PRTv5aZzv5rNGZGbjYiUiNRUz31K8JpaxSaeh7PbG5H,358818846.0,1754710232.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,9.0,5.0,,,,,
51BHywMsogyxWQqjJmjnmCSQXFkif7xgLzJqH16YttCHbxcLfabiZNCwnoYV4VXj8SnH54iK5r3ZqaGiFdXi57nK,358815956.0,1754709098.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6390339379.0,6390444379.0,8.0,5.0,,,,,
4p1fuG1kU7ZM88JbgCpmgrRxJJJzU6hnpM8otbascXRQYri4RhM1ttZiEP7xQupc2cqWPB9doyeT7Vv96gypbREx,358815857.0,1754709060.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6250845564.0,6251350564.0,8.0,5.0,,,,,
2NzCX9oUZJqmnPHNB59Q6Y2R7vrhtkzT2VU9fycgFR6Kqph42Cm43HxVsJ8P5GQ1g3Hz5GFcNxm6zos9KQLrVMr8,358807950.0,1754705934.0,105000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,9245850261.0,9245955261.0,7.0,5.0,,,,,
5jFSDcUdZsYhmesrca2kEnMP71f13iEfrGtrSRRr7jnBXpgKxGHh9UZGuT7uatUrrUabhu2kns1chBzRJDespAxr,358807391.0,1754705706.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,9039150263.0,9039655263.0,7.0,5.0,,,,,
36xGYqQknANQg95iGUZ2qDAh2XoWMnvP1Tk9v94kvAYigCoTMJFQqNvFbnGPDN7HioCY4WrREhzASLjGC5fWQSuF,358796204.0,1754701262.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,6.0,5.0,,,,,
5tSB5vD8e4P9FpdefwfULWVDoWxPx86UaFRpg6i71hzXowh1zA126C3FcXaB9UXsfd3UfM5kyMAnSozirXdPpNDV,358796052.0,1754701203.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,6.0,5.0,,,,,
Lxu1VzL59hTyiyudH7LUW3uvAC9D7shqG6U3xtN1spVRbn1hqAB6bkNsV6NzXtBbT4Wj3sayuGXRwc8BNGzqn5U,358795893.0,1754701142.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,6.0,5.0,,,,,
4Hrgg1h4Bak8knMXG7MsCTwZZjpjp62MYtSht1UenA4sZ43CjWaZecHT61L9ukGsNPsghkPrxruSKecyQqgLeQqJ,358795558.0,1754701008.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,6.0,5.0,,,,,
muBzLb7jbysEfFUv49oS9JtgYSu1edRL9BPaS8q339pVPZbdVLVFoQYnZhhpZY13uj9kDgX3zbU95sacVoKgRrQ,358785258.0,1754696901.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5681615366.0,5681720366.0,5.0,5.0,,,,,
4jzV5YKqq2HVvNQHEjGwaoC8QKaYUvHnZ291Jp156WRJeDvmcH6AqmBsBzc36fRQVSHvhFCiFn8fFBP6cXVPcoKV,358785255.0,1754696900.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,5643574394.0,5644079394.0,5.0,5.0,,,,,
3GX5qEVvhi4eC3MN6GERNPPtTQakjj3qhfSoZMgjtHkDtYPmDC4yZSnk6hWMAXkPwdN9kp62op77i2kki5ZFyCiC,358780838.0,1754695152.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,4.0,5.0,,,,,
5MYSbB5GFuFMRoCY9XHG5Pzfufk7Z3NjTiqUKTkmQYzC2xXwBefGKfBrip2JCvBw3JLNAnBAvBgHoi4s7moLNtjW,358780739.0,1754695111.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,0.0,505000.0,4.0,5.0,,,,,
2vGSgDeReo79JyxFcw1jpiD8zLxdaYtfL4eaksZDx3pzErzQpUkk38PLknzuKWoV7qSPUwefF7pv7qJqZetwKKmr,358780465.0,1754695002.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,4.0,5.0,,,,,
2JCdTAkxh8ydfD6cRgaHxgmURoeb3NRivwFTevKKC2XgvvNG9gsHD5WBQ16Tvn5gBjBCjKHot7yBmjCms6NFHSk9,358780235.0,1754694912.0,105000.0,29627.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,10174748251.0,10174853251.0,4.0,5.0,358780235.0,1754694912.0,105000.0,29627.0,29627.0
4BrRB3urpPCm3fq2urJNHBrz5Tv2AC5MUWWoVaaAPcVUsLj7bm3my4ko2HNGpPkQe1nsmHuxMDSyPR72euW82fo6,358780232.0,1754694911.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,4.0,5.0,,,,,
5Yc5n8YRkVryB2kxkJB8vS9c16dE81YyYR4tGPvPXPiQcJJGDx6tihFHjSTrFcMKhvSJh7XsbLmUF6JcSgAyMpkh,358773430.0,1754692194.0,505000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,505000.0,3.0,5.0,,,,,
3DHpEEFUSJkuK4T92EQBXJi2hR9DWeWZ3Rrp1gjGpZzEhJ2PJdwGFZMHaqgc4uHYxmHyHWRfefUqtwyY4C8bXY1x,358772400.0,1754691780.0,505000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",21.0,9706008245.0,9706513245.0,3.0,5.0,,,,,
2f493zC8v5iS2YYumC395mYuQvJ4U8H7xiPTpUpKn2odt3mVZfdwtG727GQ3RsKVTKpcpzFmGxNtMVHmf6GKNVPU,358765477.0,1754689036.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6837177961.0,6837282961.0,3.0,5.0,,,,,
55u6wFRQeUSmWpi5FDmhLfgXZR4PcC53njdu25weC8X6U3gWFBXCuatvSAHJ9vrSQZp285Voxc7G4vygXEdCbZyV,358763670.0,1754688321.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6789973089.0,6790478089.0,2.0,5.0,,,,,
37pkqcZ3dr4RLAftFzCPyvyyuFbsedukrggFhoJrfLqFrtcfjfJZyVwTkrRvP1hBnv92cfFdnp5rTT6mFW8AqqW8,358749441.0,1754682687.0,505000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,505000.0,1.0,5.0,,,,,
