signature,slot,block_time,fee,compute_units,instruction_count,program_ids,account_count,total_positive_balance_changes,total_negative_balance_changes,hour,weekday,slot_rpc,block_time_rpc,fee_lamports_rpc,compute_units_rpc,compute_units_rpc_new
4bWsC34z3XCSVT3LVqPGp2BEk6WFn8hvtwCVJnBqHkz7T2WVy3XtfgJobH1mQ1KPtPZeDPR965LgTiy6RwdkbrKC,355732368.0,1753481633.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,3.0,5.0,,,,,
4HCCJMVjHXWNUkKB5s9eGom2PX1jf2EEvRNUhEMWvFrWRX277sKLYDgEauj5WstV49UcDKmgWR3FPwfYQCngSEse,355730804.0,1753480993.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1693011149.0,1693116149.0,3.0,5.0,,,,,
eF7cJEfMiW15ZeRiMTdjzgSuy7mXxniZ5857ivmeeMe2gFqgKmN5uxoHvsWqs2wPECks9k39M2SPLK1fcwLLZ99,355730785.0,1753480985.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1678757572.0,1678862572.0,3.0,5.0,,,,,
4uMNp4kboebF6QkfYiFhgcw7Kd9uPNNH2SuCow264Dupuh6PU1fs1Jm2dGyRbsqBsuPhsKW6UC172wWcX8peGFru,355730781.0,1753480984.0,105000.0,29510.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1633413412.0,1633518412.0,3.0,5.0,355730781.0,1753480984.0,105000.0,29510.0,29510.0
gKwTJKk2E4rLLbYzvbHcGrPmFAWfFRRmWfeGWzjQEicEuKdC9Ybn56c5iMK7zsRVp5W3aPE1A1ippybFJEaQSeQ,355730778.0,1753480982.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1645867381.0,1645972381.0,3.0,5.0,,,,,
2M36ATBXdALjiNYFU8N2nQrPc2SApAzio3K9QiY5imNex8sCXHJSw5hUQ4Y92XTbe2naYhomGBD3CxgxaSoo3Hzo,355730774.0,1753480981.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1625888993.0,1625993993.0,3.0,5.0,,,,,
5ZP7DjFqrmqspEELxusVRjH9WneQK3oPGXwAbxomDxPUXDMt2hq2xaaC3yo8xJPfgQ3QH5LF3QvzdVyB49LtJd4K,355730770.0,1753480979.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,7989619031.0,7991624031.0,3.0,5.0,,,,,
b52ic8kBGK7zBwcq9CmWfmvUCnY2cNbiaWtyAPM2mezxTRpXHsvrcHuFrRpJd5Htz25aTXVYKJEcU5zFqHvjchg,355719747.0,1753476569.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,2.0,5.0,,,,,
5n2DNN4KzeQXXTD1UVQgETonsSz7RvKHY2NKNBc2dWzo5qme8yYJWDJLXBw9Y4N269cz5XZKVeK4hfMNiya2fWyg,355707068.0,1753471519.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,0.0,5.0,,,,,
64a9JGJ28UMxahtt9rSmqN9VMCvmAUuKQMsYCYczYrJjA9bMZsG91swNoTkade6oHrgEhbeDN3BmbArSUJG19e7Y,355698455.0,1753468085.0,1005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,1005000.0,23.0,4.0,,,,,
tXgQWQ12aPfcT4SVrCWidrC481cdSBMERwVdvhm9pkuDRznRkTFqbT1KALMWyoaqhbHZdJuFLTcWxPYgA1QhhcD,355673773.0,1753458242.0,1005000.0,24296.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,21.0,4.0,355673773.0,1753458242.0,1005000.0,24296.0,24296.0
3kg8iHhJ2GvdatLix42KYjricxh1ycU4Wvf43VDvabDZeHZALd4QySnLpTYZu6sp1stayaRsBfpLqkZ5WRdT32E1,355673676.0,1753458202.0,1005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,1005000.0,21.0,4.0,,,,,
4VtmQ3VuYfSUpyMvzfpFFkGEbPcF1pK4zeQoeWVXXe8mRtmytaiCgKiZaB2kCU5GhfWqJcUwGbMFFsaJxcyvp9gp,355671780.0,1753457458.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,21.0,4.0,,,,,
42NZmBxf8b6sAkYU1JdUpiXqbFtnDzqUCVnvRxduRk2LbJ3vuHceXR8aEWPhM4e1BEXtpC6MaXqc2D6EzGVpPQ43,355670163.0,1753456817.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,20.0,4.0,,,,,
HgympJBypfEF4G8THKraTAkYpQJg8MvHczQsxfN1PcCevz9v1LhqryACWEk7K79e55saTNcsNpwpfeabC1UKdHU,355665685.0,1753455036.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,20.0,4.0,,,,,
58wVkpbKEEyZ4f8MxxeGXcBTsw4uAk3F3BgEqaWjo2xAAZaPvMTE9jyjeApiYs3wYkV3o43hKiqXq2FB3ZR9iZCZ,355664408.0,1753454528.0,1005000.0,24294.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,20.0,4.0,355664408.0,1753454528.0,1005000.0,24294.0,24294.0
3zJzAT3YtinbJ6Ys2oX8u4oZwYcPUtHXX6AZooVfMKH12tEebmFBBi6NS8RSbPqR6p9YWUDM6jTHEgRqgkKbwQb1,355662444.0,1753453746.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,19.0,4.0,,,,,
64AMQ4UXip2c8fxEG37BnaNjypeCUmzKQWopq4gdtFmL3MTSno4VL3bH3yMLR2DLRukZGbJkSUFYzmZXkSk8mK7v,355659751.0,1753452672.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,19.0,4.0,,,,,
4zsRpUGMQixsQNJT2UFuPvLGxbLvWmEEpTWb7rVuW1vm1nnD2pgWaVkAXagchnRgvenRCMPFE1y2CVPkXsBYX1f8,355645093.0,1753446827.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,2005000.0,18.0,4.0,,,,,
48MxyTNj5hDp52ornjp5Fc83RGYP7y3SDYgFu8svfdECGDnwyqB7X1XB2256btc5sF2NmoHDW9DF5bRs9ABJDvU6,355636791.0,1753443518.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,17.0,4.0,,,,,
4qihdf5CUUMdUjhGDKneXkYeVfX9Yjt1RiFBDKfVCpAWakZLWBkn3m8ytqayL2tzysn9ju6EUoHEM5zo5NXrTF5B,355633209.0,1753442092.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,707503823.0,707608823.0,16.0,4.0,,,,,
TexDu2g5zvuZvk5pCVqdTCwCvWw6txzNKzUyqdN2cZiYqYtF3mCP5UHagtm994XArsb51FQ2RiFptZ7HTMWnk69,355633198.0,1753442088.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,78641792.0,78746792.0,16.0,4.0,,,,,
67DEfDDYfBTEZi8Ahpcx1oxQe7p1T564HghDbseQRiZQThveh9SQJ14wfTQnTBWQBup3wGtr3eBDcM4DaTt2KUGK,355632816.0,1753441934.0,105000.0,29510.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,86940924.0,87045924.0,16.0,4.0,355632816.0,1753441934.0,105000.0,29510.0,29510.0
2FGXaxbfsE4oavBQVWAin8k1yw8acy6xnqrvdnJqLThSZBD8g67yN1NvgkejoU3Cm7nxErry4o8EV2wK1bTmtqkR,355632596.0,1753441845.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,871334995.0,871439995.0,16.0,4.0,,,,,
5Hsx1ooE7MNT69qQ3s54mvLJrZUBqtGvTmYQoFMNVgrwzgcgqzktFsjeUiLv6E5HT5XGKmfdKEi4RkKaPNcWaNmC,355632468.0,1753441792.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2098954920.0,2099059920.0,16.0,4.0,,,,,
3BjTkXCqAbWY1hmLjsW652XL948oxAtLNG4NjmwYE5E9JCQ9mtZBeLbEWHFA9RuKgtqTReYt2at7dbWD3ezZiXxK,355632468.0,1753441792.0,105000.0,29519.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1274214980.0,1274319980.0,16.0,4.0,355632468.0,1753441792.0,105000.0,29519.0,29519.0
3BrFWLvY9nHQ3DrfjfPzda3FmT4MtEi4YPLsitWSDNmERwA23RzBD8XyaaVhDGjPjtLF4KnBLrh9QWaDDBnkW8Ak,355632467.0,1753441792.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1275843456.0,1275948456.0,16.0,4.0,,,,,
3Ydwco1wTRu6wnv55KxyrJzq7iC5tWiTHPVtfHxanpWRQeHfoU3sEDhmam7m2TLtUP74zWjekt254cjYyDd1sYwd,355632381.0,1753441757.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,1000000000.0,1000105000.0,16.0,4.0,,,,,
ix6JzcD582Afmf4GdS3kycsARRBJemUFeHPFu7KAPNdnM25FSSbBbC8Evh43WaHhTxfS1xFtE2iuV5yF84ZvfSX,355632227.0,1753441695.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,16.0,4.0,,,,,
2iE8B6zf79G2PJXwdhgRt6c8HUzHYhshzyMrQmC9ucvYA7TWemFiA2TKi81qJgdq4Hvw2ARdov6T58EzaDmc8gQK,355632060.0,1753441627.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,581030335.0,581135335.0,16.0,4.0,,,,,
5DZav1KN67WkMpJyKfUpzoQFjgBJ6gXPV9Yo22jN2hy9Bxkq1B1wZj7oxL9f6y2ifa9DKwea8NaQXtjHy4rBXNVB,355631886.0,1753441560.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,644588275.0,644693275.0,16.0,4.0,,,,,
4dY4PofxtUkKKHeYcezUR3yQm1aKVGGnFmVb4CxzQKDKxa7SU8Wryr4Efxd8MkNt6KnBgGew2khGmahbns52w85Z,355631795.0,1753441524.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,338466180.0,338571180.0,16.0,4.0,,,,,
288Ba7vEqys7o2iGCnsL8oxiwZ4oiAATU4qKrfyLuKupkYbySkBtaAJt7VTze9Ro4FDv8QpfCQtfzNXRMnACbecC,355631493.0,1753441405.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,6720286770.0,6722291770.0,16.0,4.0,,,,,
3EEGf5A8j8mNAEPP6Gr6gbnxdzURBoqfbB5zLq4dkbcaqyHT8vNj4FdSSjPQRW6VKuRNeDwvpS2wM5V1a9TaRGv,355631314.0,1753441331.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,16.0,4.0,,,,,
2xWKaHvA8hjZdwS1GK39JQNRhtxK2KEu5zK5aNhkTJiGbgVELXKvqJUL6MNqZBDr8pJZmTjTEdVC9UqCmhrPj9Uu,355631154.0,1753441263.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,16.0,4.0,,,,,
3mDxBFT9fgCMqpoDo7cvUmokRBW9EAfacfweDeoeddoiZaLqoJTdkZCgiExKGGMsq8JW8PbfB7e2sHdRegJuzCiq,355630048.0,1753440820.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2459161086.0,2459266086.0,16.0,4.0,,,,,
vS7guc6vFVVpub5YHY5qdrEaYMGSdBEQwew5R49vp6VR23SFrP4WGFCoy8aoswKGsiX7VAiKjuGC2EFnDXyGN9r,355629982.0,1753440795.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,820877575.0,820982575.0,16.0,4.0,,,,,
3jgBFjzQv5Hm75VtwCYVYVCmYBqC5zuM6nMhMt7egrQvcg5ago4cor9jWReJKz6LqAecyAyxpPtqmq9rTAso8Y1t,355629977.0,1753440793.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,813365017.0,813470017.0,16.0,4.0,,,,,
2VeNn4Ue75iV4aTKkk6Qiwoc7pHCu8SRUrdSfXEJxGEUgDqkSUAYkmQ7omaDEmWvm7cDbnEY34swKvdXN6fa7FaW,355629974.0,1753440792.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4016186015.0,4018191015.0,16.0,4.0,,,,,
Xg9qgaR3tSPU8wwhQVXx4zi1t5sC1vpY5uJLrePw2fJZGXo5A4smSLEdmD225wCDmMcXABoQi4c7wMuadeo6F4U,355629686.0,1753440680.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,16.0,4.0,,,,,
tB56EgGZWB7aCLrtykVRB9Y2iRxneREqeY3LZNN1udg2tKQURankJCzB12ydbrbDpm4eF8uEju1GbRFhe7k8HcN,355621003.0,1753437210.0,1005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,1005000.0,15.0,4.0,,,,,
5kqgm2qPzW38gs9XCTGre9zxoQoNkb6HewURLhzn2B6wQUKiwdcaGXB9moq76eoT2CQzg4mYDmWT7hyaYZqUjNL2,355616544.0,1753435433.0,1005000.0,24292.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,14.0,4.0,355616544.0,1753435433.0,1005000.0,24292.0,24292.0
33KTAXGRN5V7JzsMXVdWuhXNYxZXYonBQ21ztTiMgrH4uem6e3tDDDT11EJa5E8mpyEpRWNKWqhiv7xBetdwoF8c,355611905.0,1753433566.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,2881294075.0,2881399075.0,14.0,4.0,,,,,
3cxvtRBicXBtXVNnzCSDjLnveyePLxkrD1nwbzvTxxDS8w8pAiQpj9VwvEsSkV4MPC439qo8rETitCjUmpv1Z5eq,355611849.0,1753433542.0,105000.0,40400.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,961508451.0,961613451.0,14.0,4.0,355611849.0,1753433542.0,105000.0,40400.0,40400.0
4RNfJUACsaSM1as4aUMs38rUjqRFKDK7oHVZkA8J1kVzvmQTP1D3cg7pcea85TJUTkdoyC2isVX9Ki75jcz392vX,355611849.0,1753433542.0,105000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,960709256.0,960814256.0,14.0,4.0,,,,,
3whyquUeJ8tEkKXJ6VN7iuey7cbZ5L3MsfTJWV9BwzT3vCRvkswis84CHSafRjLHu4AAq2fNb3X6BZ6ios5Xjd3K,355611737.0,1753433497.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,4742993321.0,4743998321.0,14.0,4.0,,,,,
3n4VVV36zK3vZTQwg9oH8NrXJL4DYdDCVkGVaVbiTDcoV2EWghz3HjTqaarGyszwhj27JwYkqt4w2quXZ2aDCkMa,355606621.0,1753431442.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4522542245.0,4522647245.0,13.0,4.0,,,,,
5ejR7RnnCj1CoPFgx94L3fuHVG5fhxbH8i3nk7gzjLi8ZE5mnk376N2gCvaR8VxBQ4YXY9y2qn588zD93YynDsaU,355606612.0,1753431439.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,2626807723.0,2626912723.0,13.0,4.0,,,,,
3JTj8VdEQS282wtvnqBSi8SJ1gLhNGUoTJrWeWmQ8ALvs7GYP486XiqYuAeoDkMZk6RMrcyWJiGzgmf3e1yfiQ7b,355606258.0,1753431298.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,890049641.0,890154641.0,13.0,4.0,,,,,
3gZYT1AAEggpMmYjxBogqprvMLsvbtFbPZuGXNyqYnP4a5QXB1ZXzB2vWJR1BpAv4y8gpVpfLDnbbdgAvGi32uCS,355606258.0,1753431298.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,874138351.0,874243351.0,13.0,4.0,,,,,
3tLXnNDpaoW7UaXNVWVA4K7c1BdZQKsWL4AxG17VskfQad5nrSzXyTcLZg6u1ppnAHhYD1t9BAVYaqZqfBSMUxHU,355606258.0,1753431298.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,888709769.0,888814769.0,13.0,4.0,,,,,
4WNAiuPDqjxrp46omCgBknPquCreDUpMDaXKWpUa718BVdukk8VBq1QzAdqHHiybW9eZtXm4xibua8jVQLsHvUo7,355606258.0,1753431298.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,888286997.0,888391997.0,13.0,4.0,,,,,
41cs1NBL6PuZtcqN5WafXoU2zCZZKLRxhnXVufWHdP3Zp1RbxKw49nBeuoH1XaQ6EcJTwkwkgd7fPB7SPXVDrjb6,355606258.0,1753431298.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,886954424.0,887059424.0,13.0,4.0,,,,,
2yrH971wQcjb4MRtHwBq8erR3axBPNRMXbeNVCUmAuUPV6Zq85hunVdb5jiam6CJdohAgUkTsCems7zirJJJiK8C,355606164.0,1753431261.0,2005000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,4123790515.0,4125795515.0,13.0,4.0,,,,,
2SFEzRHkCASkNKu2nBSyKFKN9AN1rGtbCe2VqMDG65BKe6ngf325sdEw1Dp82YRJe3BxpVHta6Bes6EpZoso5uGL,355605981.0,1753431190.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,874069345.0,874174345.0,13.0,4.0,,,,,
2Zv6xwSUKN9R7k7t833CwGnBg9owQs9EZZb4ps2g1Ty8ehqyLXoMVFV6aYmcHLXkWzdzS7SEUv4iwsmienhFmsis,355604224.0,1753430482.0,1005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,1005000.0,13.0,4.0,,,,,
52dWDvSgcG8EpVBJycusfzahmG1713iphDagUFnpxh1XC9uautLRx2iSQCWUkc9rGXSAqE2xXjhU2ZB4x1QB6wmn,355603863.0,1753430334.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,873874503.0,873979503.0,13.0,4.0,,,,,
51Gs3xFgKwiMFBhE1B2RKihARuG9YikoahH6qKL5rcf1UdNUzNMjSQeJgvEZCHFy28MHiP3exCXzbwXQBFu8eFpr,355601823.0,1753429509.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,13.0,4.0,,,,,
5As4GWLidaLZJKSDKAqXthH7AWjjvfqeZqg8HXWP5e3upUMeSKnXgAQsv8wuT4BSdiQHbxZBzRxtnT27jYNUtS5D,355601759.0,1753429482.0,2005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,13.0,4.0,,,,,
3ykYtPzQDF8bYppopYCaDBr1LkuPXYJsLJds8xNKqac7RdKkX3LkCV2iW29AyyXSBkmBDWBFWhc8Krvwpy6Gpzr8,355590352.0,1753424899.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,11.0,4.0,,,,,
4D6rnWkyxRv45Dmfuh6nTbQyLVLdT9kGfj4M5HdatSyr9mBQZbpoCEShuVZchQ46JKjiy4KAhkAZ2jgmv8MXSxyR,355590115.0,1753424807.0,1005000.0,,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,1005000.0,11.0,4.0,,,,,
63K5DdVrmw1BJmTMUFfwK5oN7VMFtvLC3YrFFS6vQuFPeDXTpX7t2oV51PeKyAjM5zBpjYpW7Xa7ugockXfDe1fZ,355589479.0,1753424551.0,2005000.0,,3.0,"ComputeBudget111111111111111111111111111111, pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA",19.0,0.0,2005000.0,11.0,4.0,,,,,
sUcpVHEfXCnRVV9Drb5RWsziHuGssvPo9V9sTHdTVp72f3tKvYRKFSgKcKSAgiYjbDiwcmYKFmyNjGLuaaySGCc,355588785.0,1753424274.0,2005000.0,24293.0,3.0,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, ComputeBudget111111111111111111111111111111",14.0,0.0,2005000.0,11.0,4.0,355588785.0,1753424274.0,2005000.0,24293.0,24293.0
5Jr2n8EqLckQU3Gk8CuBoP8htwChsKqEXv1PjrEesi9gRsN3HuJottYQrCAHN5o9m6qf9Fs1dRXcLz59tMC2LE4a,355585038.0,1753422769.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,826398038.0,826503038.0,11.0,4.0,,,,,
8gHDX5a9wFoMJip1jRpWxcPNCwvd4PDXfT9Lu2mMeeKeeTgTC4wiprsGJCA5Q3A9eMeEjPp5BJtvhtimzc3EfBk,355584965.0,1753422740.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,0.0,105000.0,11.0,4.0,,,,,
539cDV93F62n3zykbs2xh8BfTRD9xDBYvgLofYcXF1XehNffmJA2LrTe94PZL8sGTqTTP53ce9rMkQ3k1QEpvZZm,355584965.0,1753422740.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,825043013.0,825148013.0,11.0,4.0,,,,,
5Um6VrLnSMmGPM5yCFiNacUP9w9CV577PDKdSYgMZpYcQtGxckrqJK2drDfd9uYvFmwXhbmjLEPPWxC9oa6Ai4dM,355583078.0,1753421980.0,105000.0,29500.0,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,807033367.0,807138367.0,11.0,4.0,355583078.0,1753421980.0,105000.0,29500.0,29500.0
4Aapj7mPwLhh9tQvdxd8n5fDtLpbasx3WY8hjPCgCKfTTpUAh2V7Dq2xhZPMskL4DYAM2kGXRZ5uLMcb5DugMwnv,355575991.0,1753419134.0,105000.0,,3.0,"675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8, ComputeBudget111111111111111111111111111111",20.0,810487666.0,810592666.0,10.0,4.0,,,,,
